id,left,top,right,bottom,row_index,col_index,SAMPLE_1,SAMPLE_2,SAMPLE_3,SAMPLE_4,SAMPLE_5,SAMPLE_6
1,88.45476423,22.607227019,88.46476423,22.617227019,0,0,,,,,,
2,88.45476423,22.597227019,88.46476423,22.607227019,1,0,,,,,,
3,88.45476423,22.587227019,88.46476423,22.597227019,2,0,,,,,,
4,88.45476423,22.577227019,88.46476423,22.587227019,3,0,,,,,,
5,88.45476423,22.567227019,88.46476423,22.577227019,4,0,,,,,,
6,88.45476423,22.557227019,88.46476423,22.567227019,5,0,,,,,,
7,88.45476423,22.547227019,88.46476423,22.557227019,6,0,,,,,,
8,88.45476423,22.537227019,88.46476423,22.547227019,7,0,,,,,,
9,88.45476423,22.527227019,88.46476423,22.537227019,8,0,,,,,,
10,88.45476423,22.517227019,88.46476423,22.527227019,9,0,,,,,,
11,88.45476423,22.507227019,88.46476423,22.517227019,10,0,,,,,,
12,88.45476423,22.497227019,88.46476423,22.507227019,11,0,,,,,,
13,88.45476423,22.487227019,88.46476423,22.497227019,12,0,,,,,,
14,88.45476423,22.477227019,88.46476423,22.487227019,13,0,,,,,,
15,88.45476423,22.467227019,88.46476423,22.477227019,14,0,,,,,,
16,88.45476423,22.457227019,88.46476423,22.467227019,15,0,,,,,,
17,88.45476423,22.447227019,88.46476423,22.457227019,16,0,,,,,,
18,88.45476423,22.437227019,88.46476423,22.447227019,17,0,,,,,,
19,88.45476423,22.427227019,88.46476423,22.437227019,18,0,,,,,,
20,88.45476423,22.417227019,88.46476423,22.427227019,19,0,,,,,,
21,88.45476423,22.407227019,88.46476423,22.417227019,20,0,,,,,,
22,88.45476423,22.397227019,88.46476423,22.407227019,21,0,,,,,,
23,88.45476423,22.387227019,88.46476423,22.397227019,22,0,,,,,,
24,88.45476423,22.377227019,88.46476423,22.387227019,23,0,,,,,,
25,88.46476423,22.607227019,88.47476423,22.617227019,0,1,,,,,,
26,88.46476423,22.597227019,88.47476423,22.607227019,1,1,,,,,,
27,88.46476423,22.587227019,88.47476423,22.597227019,2,1,,,,,,
28,88.46476423,22.577227019,88.47476423,22.587227019,3,1,,,,,,
29,88.46476423,22.567227019,88.47476423,22.577227019,4,1,,,,,,
30,88.46476423,22.557227019,88.47476423,22.567227019,5,1,,,,,,
31,88.46476423,22.547227019,88.47476423,22.557227019,6,1,,,,,,
32,88.46476423,22.537227019,88.47476423,22.547227019,7,1,,,,,,
33,88.46476423,22.527227019,88.47476423,22.537227019,8,1,,,,,,
34,88.46476423,22.517227019,88.47476423,22.527227019,9,1,,,,,,
35,88.46476423,22.507227019,88.47476423,22.517227019,10,1,,,,,,
36,88.46476423,22.497227019,88.47476423,22.507227019,11,1,,,,,,
37,88.46476423,22.487227019,88.47476423,22.497227019,12,1,,,,,,
38,88.46476423,22.477227019,88.47476423,22.487227019,13,1,,,,,,
39,88.46476423,22.467227019,88.47476423,22.477227019,14,1,,,,,,
40,88.46476423,22.457227019,88.47476423,22.467227019,15,1,,,,,,
41,88.46476423,22.447227019,88.47476423,22.457227019,16,1,,,,,,
42,88.46476423,22.437227019,88.47476423,22.447227019,17,1,,,,,,
43,88.46476423,22.427227019,88.47476423,22.437227019,18,1,,,,,,
44,88.46476423,22.417227019,88.47476423,22.427227019,19,1,,,,,,
45,88.46476423,22.407227019,88.47476423,22.417227019,20,1,,,,,,
46,88.46476423,22.397227019,88.47476423,22.407227019,21,1,,,,,,
47,88.46476423,22.387227019,88.47476423,22.397227019,22,1,,,,,,
48,88.46476423,22.377227019,88.47476423,22.387227019,23,1,,,,,,
49,88.47476423,22.607227019,88.48476423,22.617227019,0,2,,,,,,
50,88.47476423,22.597227019,88.48476423,22.607227019,1,2,,,,,,
51,88.47476423,22.587227019,88.48476423,22.597227019,2,2,,,,,,
52,88.47476423,22.577227019,88.48476423,22.587227019,3,2,,,,,,
53,88.47476423,22.567227019,88.48476423,22.577227019,4,2,,,,,,
54,88.47476423,22.557227019,88.48476423,22.567227019,5,2,,,,,,
55,88.47476423,22.547227019,88.48476423,22.557227019,6,2,,,,,,
56,88.47476423,22.537227019,88.48476423,22.547227019,7,2,,,,,,
57,88.47476423,22.527227019,88.48476423,22.537227019,8,2,,,,,,
58,88.47476423,22.517227019,88.48476423,22.527227019,9,2,,,,,,
59,88.47476423,22.507227019,88.48476423,22.517227019,10,2,,,,,,
